# onkz;ort
5207;Hövelhof
5208;Bad Salzuflen
5209;Bielefeld
5221;Bad Salzuflen
5222;Bad Salzuflen
5223;Bünde
5224;Enger
5225;Bielefeld
5226;Bünde
5228;Bad Salzuflen
5231;Detmold
5232;Bad Salzuflen
5233;Horn-Bad Meinberg
5234;Blomberg
5235;Blomberg
5236;Blomberg
5237;Augustdorf
5238;Bad Driburg
5241;Bielefeld
5242;Herzebrock-Clarholz
5244;Delbrück
5245;Herzebrock-Clarholz
5246;Hövelhof
5247;Harsewinkel
5248;Langenberg
5250;Delbrück
5251;Borchen
5252;Bad Lippspringe
5253;Bad Driburg
5254;Hövelhof
5255;Altenbeken
5257;Delbrück
5258;Borchen
5259;Altenbeken
5261;Bad Salzuflen
5262;Aerzen
5263;Barntrup
5264;Kalletal
5265;Dörentrup
5266;Bad Salzuflen
5271;Boffzen
5272;Brakel
5273;Beverungen
5274;Bad Driburg
5275;Beverungen
5276;Brakel
5277;Höxter
5278;Höxter
5281;Bad Pyrmont
5282;Lügde
5283;Lügde
5284;Marienmünster
5285;Bad Pyrmont
5286;Emmerthal
5292;Borchen
5293;Altenbeken
5294;Delbrück
5295;Lichtenau
5300;Braunschweig
5301;Calberlah
5302;Vechelde
5303;Adenbüttel
5304;Adenbüttel
5305;Erkerode
5306;Cremlingen
5307;Braunschweig
5308;Lehre
5309;Braunschweig
5320;Bad Harzburg
5321;Goslar
5322;Bad Harzburg
5323;Clausthal-Zellerfeld
5324;Vienenburg
5325;Goslar
5326;Langelsheim
5327;Bad Grund
5328;Altenau
5329;Schulenberg
5331;Denkte
5332;Dahlum
5333;Dettum
5334;Achim
5335;Schladen
5336;Achim
5337;Börßum
5339;Flöthe
5341;Braunschweig
5344;Lengede
5345;Baddeckenstedt
5346;Liebenburg
5347;Burgdorf
5351;Helmstedt
5352;Büddenstedt
5353;Königslutter
5354;Beierstedt
5355;Frellstedt
5356;Helmstedt
5357;Grasleben
5358;Bahrdorf
5361;Wolfsburg
5362;Calberlah
5363;Wolfsburg
5364;Bahrdorf
5365;Groß Twülpstedt
5366;Barwedel
5367;Rühen
5368;Bergfeld
5371;Gifhorn
5372;Edemissen
5373;Adenbüttel
5374;Calberlah
5375;Müden
5376;Wagenhoff
5377;Ehra-Lessien
5378;Sassenburg
5379;Barwedel
5381;Seesen
5382;Bad Gandersheim
5383;Hahausen
5384;Seesen
5401;Georgsmarienhütte
5402;Bissendorf
5403;Bad
5404;Lotte
5405;Hagen
5406;Belm
5407;Bramsche
5409;Bissendorf
5421;Borgholzhausen
5422;Melle
5423;Bad Laer
5424;Bad Laer
5425;Borgholzhausen
5426;Bad
5427;Bad Essen
5428;Melle
5429;Dissen
5431;Badbergen
5432;Lähden
5433;Badbergen
5434;Essen
5435;Berge
5436;Ankum
5437;Badbergen
5438;Bakum
5439;Ankum
5441;Diepholz
5442;Barnstorf
5443;Brockum
5444;Hemsloh
5445;Barnstorf
5446;Dickel
5447;Berglage
5448;Barver
5451;Ibbenbüren
5452;Ibbenbüren
5453;Ibbenbüren
5454;Hörstel
5455;Ibbenbüren
5456;Ibbenbüren
5457;Fürstenau
5458;Hopsten
5459;Hörstel
5461;Bramsche
5462;Ankum
5464;Alfhausen
5465;Bramsche
5466;Ankum
5467;Merzen
5468;Belm
5471;Bad Essen
5472;Bad Essen
5473;Bissendorf
5474;Bohmte
5475;Bohmte
5476;Ostercappeln
5481;Hagen
5482;Ibbenbüren
5483;Lienen
5484;Glandorf
5485;Greven
5491;Damme
5492;Damme
5493;Gehrde
5494;Badbergen
5495;Bramsche
5502;Adelebsen
5503;Hardegsen
5504;Friedland
5505;Hardegsen
5506;Adelebsen
5507;Bodensee
5508;Gleichen
5509;Friedland
5520;Braunlage
5521;Aschenhütte
5522;Badenhausen
5523;Bad Sachsa
5524;Bad Lauterberg
5525;Bad Sachsa
5527;Duderstadt
5528;Bilshausen
5529;An der Rhumequelle
5531;Bevern
5532;Arholzen
5533;Bevern
5534;Dielmissen
5535;Bevern
5536;Holzminden
5541;Fuldatal
5542;Bad Sooden-Allendorf
5543;Staufenberg
5544;Hann. Münden
5545;Hann. Münden
5546;Hann. Münden
5551;Northeim
5552;Katlenburg-Lindau
5553;Kalefeld
5554;Einbeck
5555;Hardegsen
5556;Katlenburg-Lindau
5561;Einbeck
5562;Dassel
5563;Bad Gandersheim
5564;Dassel
5565;Eimen
5571;Uslar
5572;Bodenfelde
5573;Uslar
5574;Oberweser
5582;Sankt Andreasberg
5583;Braunlage
5584;Hattorf
5585;Herzberg
5586;Wieda
5592;Friedland
5593;Bovenden
5594;Bovenden
5601;Baunatal
5602;Helsa
5603;Edermünde
5604;Allendorf
5605;Helsa
5606;Habichtswald
5607;Fuldatal
5608;Lohfelden
5609;Ahnatal
5621;Bad Wildungen
5622;Borken
5623;Edertal
5624;Bad
5625;Bad Emstal
5626;Bad Wildungen
5631;Am Rainberge
5632;Diemelsee
5633;Diemelsee
5634;Klippmühle
5635;Vöhl
5636;Korbach
5641;Borgentreich
5642;Diemelstadt
5643;Borgentreich
5644;Borgentreich
5645;Beverungen
5646;Willebadessen
5647;Lichtenau
5648;Bad Driburg
5650;Bebra
5651;Eschwege
5652;Bad Sooden-Allendorf
5653;Nentershausen
5654;Herleshausen
5655;Wanfried
5656;Hessisch Lichtenau
5657;Berkatal
5658;Ringgau
5659;Ringgau
5661;Körle
5662;Felsberg
5663;Spangenberg
5664;Alheim
5665;Baunatal
5671;Hofgeismar
5672;Bad Karlshafen
5673;Espenau
5674;Calden
5675;Borgentreich
5676;Breuna
5677;Calden
5681;Homberg
5682;Borken
5683;Felsberg
5684;Frielendorf
5685;Homberg
5686;Homberg
5691;Bad Arolsen
5692;Bad Arolsen
5693;Breuna
5694;Diemelstadt
5695;Twistetal
5696;Bad Arolsen
5702;Bückeburg
5703;Espelkamp
5704;Hille
5705;Petershagen
5706;Porta
5707;Petershagen
5721;Helpsen
5722;Ahnsen
5723;Apelern
5724;Ahnsen
5725;Auhagen
5726;Niedernwöhren
5731;Bad Oeynhausen
5732;Kirchlengern
5733;Bad Oeynhausen
5734;Bad Oeynhausen
5741;Hüllhorst
5742;Bad Essen
5743;Espelkamp
5744;Hüllhorst
5745;Bad Essen
5746;Rödinghausen
5751;Buchholz
5752;Auetal
5753;Auetal
5754;Extertal
5755;Kalletal
5761;Landesbergen
5763;Bahrenborstel
5764;Steyerberg
5765;Petershagen
5766;Rehburg-Loccum
5767;Warmsen
5768;Petershagen
5769;Maasen
5771;Espelkamp
5772;Espelkamp
5773;Brockum
5774;Bahrenborstel
5775;Diepenau
5776;Rahden
5777;Diepenau
5802;Stadensen
5803;Rosche
5804;Oetzen
5805;Oetzen
5806;Barum
5807;Altenmedingen
5808;Gerdau
5820;Suhlendorf
5821;Altenmedingen
5822;Ebstorf
5823;Bienenbüttel
5824;Bad Bodenteich
5825;Wieren
5826;Eimke
5827;Eschede
5828;Himbergen
5829;Wriedel
5831;Wittingen
5832;Dedelstorf
5833;Brome
5834;Wittingen
5835;Schönewörde
5836;Wittingen
5837;Sprakensehl
5838;Dedelstorf
5839;Wittingen
5840;Schnackenburg
5841;Küsten
5842;Bergen
5843;Königshorst
5844;Clenze
5845;Bergen
5846;Gartow
5848;Prezelle
5849;Clenze
5850;Bleckede
5851;Boitze
5852;Bleckede
5853;Bleckede
5854;Bleckede
5855;Breese
5857;Bleckede
5858;Hitzacker
5859;Altenmedingen
5861;Breese
5862;Göhrde
5863;Breese
5864;Beutow
5865;Damnatz
5872;Rosche
5873;Eimke
5874;Soltendieck
5875;Emmendorf
5882;Gorleben
5883;Lemgow
5901;Andervenne
5902;Andervenne
5903;Emsbüren
5904;Andervenne
5905;Beesten
5906;Emsbüren
5907;Geeste
5908;Wietmarschen
5909;Berge
5921;Nordhorn
5922;Bad Bentheim
5923;Emsbüren
5924;Bad Bentheim
5925;Geeste
5926;Engden
5931;Meppen
5932;Haren
5933;Fresenburg
5934;Haren
5935;Haren
5936;Geeste
5937;Geeste
5939;Dersum
5941;Esche
5942;Getelo
5943;Emlichheim
5944;Esche
5945;Emlichheim
5946;Georgsdorf
5947;Laar
5948;Getelo
5951;Lahn
5952;Hüven
5953;Börger
5954;Börger
5955;Breddenberg
5956;Lorup
5957;Lindern
5961;Dohren
5962;Dohren
5963;Bawinkel
5964;Herzlake
5965;Groß Berßen
5966;Haselünne
5971;Rheine
5973;Neuenkirchen
5975;Rheine
5976;Emsbüren
5977;Lünne
5978;Hörstel
6002;Ober-Mörlen
6003;Rosbach
6004;Lich
6007;Friedrichsdorf
6008;Echzell
6020;Frammersbach
6021;Aschaffenburg
6022;Elsenfeld
6023;Alzenau
6024;Blankenbach
6026;Großostheim
6027;Großostheim
6028;Aschaffenburg
6029;Brücken
6031;Friedberg
6032;Bad Nauheim
6033;Butzbach
6034;Karben
6035;Echzell
6036;Hungen
6039;Karben
6041;Büdingen
6042;Büdingen
6043;Hungen
6044;Laubach
6045;Gedern
6046;Nidda
6047;Altenstadt
6048;Büdingen
6049;Büdingen
6050;Biebergemünd
6051;Freigericht
6052;Bad Orb
6053;Brachttal
6054;Bad Soden-Salmünster
6055;Freigericht
6056;Bad Soden-Salmünster
6057;Flörsbachtal
6058;Gründau
6059;Aura
6061;Asselbrunn
6062;Erbach
6063;Bad König
6066;Bad König
6068;Beerfelden
6071;Dieburg
6073;Babenhausen
6074;Dietzenbach
6078;Groß-Umstadt
6081;Butzbach
6082;Glashütten
6083;Grävenwiesbach
6084;Schmitten
6085;Butzbach
6086;Grävenwiesbach
6087;Waldems
6092;Dammbach
6093;Bessenbach
6094;Rothenbuch
6095;Bessenbach
6096;Kleinkahl
6101;Bad Vilbel
6102;Neu-Isenburg
6103;Dreieich
6104;Heusenstamm
6105;Mörfelden-Walldorf
6106;Heusenstamm
6107;Kelsterbach
6108;Mühlheim
6109;Frankfurt
6120;Aarbergen
6122;Hofheim
6123;Eltville
6124;Bad Schwalbach
6126;Hünstetten
6127;Idstein
6128;Hohenstein
6129;Eltville
6130;Bubenheim
6131;Mainz
6132;Heidesheim
6133;Dexheim
6134;Ginsheim-Gustavsburg
6135;Bodenheim
6136;Essenheim
6138;Gau-Bischofsheim
6139;Budenheim
6142;Bischofsheim
6144;Bischofsheim
6145;Flörsheim
6146;Hochheim
6147;Trebur
6150;Darmstadt
6151;Darmstadt
6152;Büttelborn
6154;Mühltal
6155;Darmstadt
6157;Pfungstadt
6158;Riedstadt
6159;Messel
6161;Brensbach
6162;Groß-Bieberau
6163;Bad König
6164;Fränkisch-Crumbach
6165;Breuberg
6166;Fischbachtal
6167;Modautal
6171;Oberursel
6172;Bad Homburg
6173;Eschborn
6174;Bad Soden
6175;Friedrichsdorf
6181;Bruchköbel
6182;Hainburg
6183;Bruchköbel
6184;Langenselbold
6185;Bruchköbel
6186;Großkrotzenburg
6187;Niddatal
6188;Alzenau
6190;Hattersheim
6192;Hofheim
6195;Kelkheim
6196;Bad Soden
6198;Eppstein
6201;Birkenau
6202;Brühl
6203;Edingen-Neckarhausen
6204;Singhofen
6205;Altlußheim
6206;Buerstadt
6207;Abtsteinach
6209;Birkenau
6215;Ludwigshafen
6216;Ludwigshafen
6220;Heiligkreuzsteinach
6221;Dossenheim
6222;Dielheim
6223;Bammental
6224;Leimen
6226;Dielheim
6227;St. Leon-Rot
6228;Schönau
6229;Neckargemünd
6231;Dannstadt-Schauernhei
6232;Dudenhofen
6233;Beindersheim
6234;Mutterstadt
6235;Schifferstadt
6236;Altrip
6237;Birkenheide
6238;Dirmstein
6239;Bobenheim-Roxheim
6241;Lampertheim
6242;Bechtheim
6243;Flörsheim-Dalsheim
6244;Bechtheim
6245;Biblis
6246;Eich
6247;Mörstadt
6249;Alsheim
6251;Bensheim
6252;Heppenheim
6253;Fürth
6254;Lautertal
6255;Lindenfels
6256;Lampertheim
6257;Alsbach-Hähnlein
6258;Biebesheim
6261;Elztal
6262;Aglasterhausen
6263;Binau
6264;Billigheim
6265;Billigheim
6266;Haßmersheim
6267;Elztal
6268;Bad Rappenau
6269;Gundelsheim
6271;Eberbach
6272;Brombach
6274;Limbach
6275;Hirschhorn
6276;Eberbach
6281;Buchen
6282;Walldürn
6283;Hardheim
6284;Buchen
6285;Walldürn
6286;Buchen
6287;Buchen
6291;Adelsheim
6292;Buchen
6293;Elztal
6294;Assamstadt
6295;Osterburken
6296;Ahorn
6297;Ravenstein
6298;Möckmühl
6301;Dudenbacherhof
6302;Falkenstein
6303;Altenhof
6304;Aschbach
6305;Fischbach
6306;Elmstein
6307;Breitenau
6308;Frankelbach
6321;Kirrweiler
6322;Bad Dürkheim
6323;Edenkoben
6324;Böhl-Iggelheim
6325;Erfenstein
6326;Deidesheim
6327;Altdorf
6328;Breitenstein
6329;Frankenstein
6331;Höheischweiler
6332;Contwig
6333;Clausen
6334;Herschberg
6335;Eppenbrunn
6336;Contwig
6337;Battweiler
6338;Althornbach
6339;Bottenbach
6340;Dierbach
6341;Böchingen
6342;Haftelhof
6343;Bad Bergzabern
6344;Freisbach
6345;Albersweiler
6346;Annweiler
6347;Essingen
6348;Bornheim
6349;Billigheim-Ingenheim
6351;Eisenberg
6352;Bischheim
6353;Bobenheim
6355;Albisheim
6356;Altleiningen
6357;Bennhausen
6358;Gaugrehweiler
6359;Altleiningen
6361;Bayerfeld-Steckweiler
6362;Alsenz
6363;Felsbergerhof
6364;Adenbach
6371;Am Sandweiher
6372;Bechhofen
6373;Dunzweiler
6374;Erzenhausen
6375;Biedershausen
6381;Altenglan
6382;Buborn
6383;Börsborn
6384;Albessen
6385;Bosenbach
6386;Altenkirchen
6387;Deimberg
6391;Bärenbrunnerhof
6392;Dimbach
6393;Biehlerhof
6394;Bobenthal
6395;Merzalben
6396;Hinterweidenthal
6397;Leimen
6398;Darstein
6400;Grünberg
6401;Grünberg
6402;Hungen
6403;Gießen
6404;Fernwald
6405;Laubach
6406;Gießen
6407;Allendorf
6408;Buseck
6409;Biebertal
6420;Dautphetal
6421;Cölbe
6422;Amöneburg
6423;Göttingen
6424;Amöneburg
6425;Kirchhain
6426;Fronhausen
6427;Cölbe
6428;Stadtallendorf
6429;Amöneburg
6430;Aarbergen
6431;Elz
6432;Altendiez
6433;Elz
6434;Bad Camberg
6435;Berod
6436;Dornburg
6438;Brechen
6439;Bergerhof
6440;Aßlar
6441;Aßlar
6442;Braunfels
6443;Aßlar
6444;Bischoffen
6445;Braunfels
6446;Aßlar
6447;Butzbach
6449;Ehringshausen
6451;Allendorf
6452;Allendorf
6453;Gemünden
6454;Lichtenfels
6455;Bad Wildungen
6456;Gemünden
6457;Burgwald
6458;Gemünden
6461;Biedenkopf
6462;Gladenbach
6464;Angelburg
6465;Breidenbach
6466;Dautphetal
6467;Hatzfeld
6468;Dautphetal
6471;Löhnberg
6472;Braunfels
6473;Braunfels
6474;Villmar
6475;Selters
6476;Mengerskirchen
6477;Greifenstein
6478;Greifenstein
6479;Waldbrunn
6482;Runkel
6483;Bad Camberg
6484;Beselich
6485;Eppenrod
6486;Allendorf
6500;Farschweiler
6501;Igel
6502;Bekond
6503;Damflos
6504;Berglicht
6505;Kordel
6506;Eisenach
6507;Detzem
6508;Dierscheid
6509;Bescheid
6522;Brimingen
6523;Bollendorf
6524;Affler
6525;Echternacherbrück
6526;Bollendorf
6527;Altenhof
6531;Bernkastel-Kues
6532;Bausendorf
6533;Morbach
6534;Brauneberg
6535;Kesten
6536;Hochscheid
6541;Burg
6542;Alf
6543;Altlay
6544;Bollenbach
6545;Altstrimmig
6550;Arzfeld
6551;Giesdorf
6552;Auw
6553;Balesfeld
6554;Arzfeld
6555;Bleialf
6556;Euscheid
6557;Dahlem
6558;Auw
6559;Eschfeld
6561;Birtlingen
6562;Auw
6563;Badem
6564;Ammeldingen
6565;Dudeldorf
6566;Ammeldingen
6567;Eisenschmitt
6568;Alsdorf
6569;Bickendorf
6571;Altrich
6572;Bettenfeld
6573;Brockscheid
6574;Diefenbach
6575;Arenrath
6578;Bruch
6580;Orenhofen
6581;Ayl
6582;Freudenburg
6583;Kirf
6584;Nittel
6585;Newel
6586;Beuren
6587;Baldringen
6588;Bonerath
6589;Grimburg
6591;Berlingen
6592;Darscheid
6593;Basberg
6594;Altenhof
6595;Betteldorf
6596;Daun
6597;Birgel
6599;Birresborn
6620;Philippsthal
6621;Bad Hersfeld
6622;Bebra
6623;Alheim
6624;Heringen
6625;Bad Hersfeld
6626;Wildeck
6627;Bebra
6628;Kirchheim
6629;Eiterfeld
6630;Lautertal
6631;Alsfeld
6633;Homberg
6634;Gemünden
6635;Antrifttal
6636;Romrod
6637;Feldatal
6638;Lauterbach
6639;Alsfeld
6641;Lauterbach
6642;Schlitz
6643;Grebenhain
6644;Freiensteinau
6645;Feldatal
6646;Grebenau
6647;Herbstein
6648;Bad Salzschlirf
6650;Großenlüder
6651;Rasdorf
6652;Burghaun
6653;Burghaun
6654;Gersfeld
6655;Flieden
6656;Dipperz
6657;Dipperz
6658;Dipperz
6659;Eichenzell
6660;Bad Soden-Salmünster
6661;Flieden
6663;Steinau
6664;Schlüchtern
6665;Obersinn
6666;Freiensteinau
6667;Steinau
6668;Birstein
6669;Flieden
6670;Ludwigsau
6672;Eiterfeld
6673;Haunetal
6674;Friedewald
6675;Breitenbach
6676;Eiterfeld
6677;Knüllwald
6678;Bellers
6681;Ehrenberg
6682;Tann
6683;Ehrenberg
6684;Hilders
6691;Frielendorf
6692;Antrifttal
6693;Bad Zwesten
6694;Neukirchen
6695;Gilserberg
6696;Gilserberg
6697;Alsfeld
6698;Alsfeld
6701;Badenheim
6703;Eckelsheim
6704;Langenlonsheim
6706;Argenschwang
6707;Guldental
6708;Altenbamberg
6709;Frei-Laubersheim
6721;Bingen
6722;Geisenheim
6723;Eltville
6724;Daxweiler
6725;Appenheim
6726;Lorch
6727;Aspisheim
6728;Nieder-Hilbersheim
6731;Albig
6732;Armsheim
6733;Bechtolsheim
6734;Armsheim
6735;Dintesheim
6736;Bechenheim
6737;Friesenheim
6741;Boppard
6742;Boppard
6743;Bacharach
6744;Damscheid
6745;Beulich
6746;Badenhard
6747;Dörth
6751;Bad Sobernheim
6752;Bergen
6753;Abtweiler
6754;Auen
6755;Duchroth
6756;Allenfeld
6757;Becherbach
6758;Bockenau
6761;Alterkülz
6762;Alterkülz
6763;Dickenschied
6764;Dichtelbach
6765;Gehlweiler
6766;Benzweiler
6771;Auel
6772;Berg
6773;Dahlheim
6774;Dörscheid
6775;Heidenrod
6776;Braubach
6781;Herborn
6782;Abentheuer
6783;Baumholder
6784;Bärenbach
6785;Breitenthal
6786;Allenbach
6787;Frauenberg
6788;Herren-Sulzbach
6789;Berglangenbach
6802;Völklingen
6803;Blieskastel
6804;Mandelbachtal
6805;Bübingen
6806;Eppelborn
6809;Dorf
6821;Heiligenwald
6824;Ottweiler
6825;Hirzweiler
6826;Bexbach
6827;Eppelborn
6831;Dillingen
6832;Beckingen
6833;Rehlingen-Siersburg
6834;Bous
6835;Beckingen
6836;Altforweiler
6837;Felsberg
6838;Lebach
6841;Homburg
6842;Blickweiler
6843;Gersheim
6844;Blieskastel
6848;Homburg
6849;Kirkel
6851;Namborn
6852;Nohfelden
6853;Alsweiler
6854;Namborn
6855;Freisen
6856;St. Wendel
6857;Freisen
6858;Neunkirchen
6861;Merchingen
6864;Mettlach
6865;Mettlach
6866;Perl
6867;Perl
6868;Mettlach
6869;Merzig
6871;Wadern
6872;Losheim
6873;Nonnweiler
6874;Schmelz
6875;Nohfelden
6876;Weiskirchen
6881;Eppelborn
6887;Lebach
6888;Lebach
6893;Brebach-Fechingen
6894;Sankt Ingbert
6897;Dudweiler
6898;Altenkessel
7021;Dettingen
7022;Frickenhausen
7023;Bissingen
7024;Kirchheim
7025;Beuren
7026;Erkenbrechtsweiler
7031;Altdorf
7032;Ammerbuch
7033;Grafenau
7034;Aidlingen
7041;Enzberg
7042;Eberdingen
7043;Illingen
7044;Friolzheim
7045;Oberderdingen
7046;Pfaffenhofen
7051;Althengstett
7052;Bad Liebenzell
7053;Bad Teinach
7054;Ebhausen
7055;Bad Wildbad
7056;Aidlingen
7062;Abstatt
7063;Bad Wimpfen
7066;Bad Rappenau
7071;Derendingen
7072;Dußlingen
7073;Ammerbuch
7081;Bad Wildbad
7082;Birkenfeld
7083;Bad Herrenalb
7084;Bad Liebenzell
7085;Bad Wildbad
7121;Eningen
7122;Lichtenstein
7123;Bempflingen
7124;Burladingen
7125;Bad Urach
7126;Burladingen
7127;Aichtal
7128;Genkingen
7129;Engstingen
7130;Beilstein
7131;Flein
7132;Erlenbach
7133;Ilsfeld
7134;Eberstadt
7135;Brackenheim
7136;Bad Friedrichshall
7138;Eppingen
7139;Hardthausen
7141;Asperg
7142;Bietigheim
7143;Besigheim
7144;Affalterbach
7145;Hardthof
7146;Remseck
7147;Bietigheim-Bissingen
7148;Aspach
7150;Hemmingen
7151;Kernen
7152;Ditzingen
7153;Altbach
7154;Kornwestheim
7156;Bitzingen
7157;Dettenhausen
7158;Filderstadt
7159;Grundhof
7161;Albershausen
7162;Donzdorf
7163;Ebersbach
7164;Aichelberg
7165;Bärenhof
7166;Adelberg
7171;Alfdorf
7172;Alfdorf
7173;Bartholomä
7174;Heuchlingen
7175;Durlangen
7176;Alfdorf
7181;Berglen
7182;Alfdorf
7183;Althütte
7184;Fichtenberg
7191;Allmersbach
7192;Althütte
7193;Großerlach
7194;Bernhalden
7195;Berglen
7202;Karlsbad
7203;Walzbachtal
7204;Gaggenau
7220;Forbach
7221;Baden-Baden
7222;Bischweier
7223;Baden-Baden
7224;Gaggenau
7225;Gaggenau
7226;Bühl
7227;Bühl
7228;Forbach
7229;Hügelsheim
7231;Birkenfeld
7232;Eisingen
7233;Niefern-Öschelbronn
7234;Neuhausen
7235;Bieselsberg
7236;Keltern
7237;Neulingen
7240;Pfinztal
7242;Au
7243;Ettlingen
7244;Stutensee
7245;Au
7246;Malsch
7247;Dettenheim
7248;Fischweier
7249;Stutensee
7250;Kraichtal
7251;Bruchsal
7252;Bretten
7253;Bad Schönborn
7254;Kirrlach
7255;Dettenheim
7256;Philippsburg
7257;Bruchsal
7258;Bretten
7259;Kraichtal
7260;Eppingen
7261;Sinsheim
7262;Eppingen
7263;Epfenbach
7264;Bad Rappenau
7265;Angelbachtal
7266;Bad Rappenau
7267;Gemmingen
7268;Bad Rappenau
7269;Sulzfeld
7271;Jockgrim
7272;Bellheim
7273;Berg
7274;Bellheim
7275;Erlenbach
7276;Herxheim
7277;Berg
7300;Roggenburg
7302;Holzheim
7303;Illertissen
7304;Blaubeuren
7305;Erbach
7306;Bellenberg
7307;Illerzell
7308;Elchingen
7309;Senden
7321;Heidenheim
7322;Giengen
7323;Amstetten
7324;Gerstetten
7325;Bächingen
7326;Dischingen
7327;Dischingen
7328;Itzelberg
7329;Steinheim
7331;Amstetten
7332;Böhmenkirch
7333;Laichingen
7334;Bad Ditzenbach
7335;Bad Ditzenbach
7336;Amstetten
7337;Merklingen
7340;Altheim
7343;Buch
7344;Berghülen
7345;Asselfingen
7346;Illerkirchberg
7347;Balzheim
7348;Beimerstetten
7351;Biberach
7352;Biberach
7353;Gutenzell-Hürbel
7354;Berkheim
7355;Eberhardzell
7356;Maselheim
7357;Attenweiler
7358;Bad Wurzach
7361;Aalen
7362;Bopfingen
7363;Lauchheim
7364;Oberkochen
7365;Essingen
7366;Aalen
7367;Aalen
7371;Altheim
7373;Emeringen
7374;Alleshausen
7375;Ehingen
7376;Langenenslingen
7381;Bad Urach
7382;Grabenstetten
7383;Hayingen
7384;Allmendingen
7385;Engstingen
7386;Ehingen
7387;Hohenstein
7388;Pfronstetten
7389;Gutsbezirk Münsingen
7391;Allmendingen
7392;Achstetten
7393;Ehingen
7394;Allmendingen
7395;Ehingen
7402;Dunningen
7403;Dunningen
7404;Bösingen
7420;Deißlingen
7422;Aichhalden
7423;Dornhan
7424;Aldingen
7425;Deißlingen
7426;Deilingen
7427;Dautmergen
7428;Dietingen
7429;Böttingen
7431;Albstadt
7432;Albstadt
7433;Balingen
7434;Straßberg
7435;Albstadt
7436;Hausen
7440;Bad Rippoldsau-Schapb
7441;Freudenstadt
7442;Baiersbronn
7443;Dornstetten
7444;Aichhalden
7445;Pfalzgrafenweiler
7446;Loßburg
7447;Baiersbronn
7448;Grömbach
7449;Baiersbronn
7451;Eutingen
7452;Jettingen
7453;Altensteig
7454;Sulz
7455;Betzweiler-Wälde
7456;Haiterbach
7457;Bondorf
7458;Altensteig
7459;Eutingen
7461;Emmingen-Liptingen
7462;Immendingen
7463;Fridingen
7464;Durchhausen
7465;Eigeltingen
7466;Bärenthal
7467;Emmingen-Liptingen
7471;Bisingen
7472;Neustetten
7473;Mössingen
7474;Haigerloch
7475;Burladingen
7476;Bisingen
7477;Burladingen
7478;Hirrlingen
7482;Horb
7483;Empfingen
7484;Simmersfeld
7485;Empfingen
7486;Horb
7502;Baindt
7503;Deggenhausertal
7504;Berg
7505;Berg
7506;Amtzell
7520;Amtzell
7522;Amtzell
7524;Aulendorf
7525;Aulendorf
7527;Bad Wurzach
7528;Amtzell
7529;Amtzell
7531;Konstanz
7532;Daisendorf
7533;Allensbach
7534;Reichenau
7541;Eriskirch
7542;Meckenbeuren
7543;Kressbronn
7544;Bermatingen
7545;Immenstaad
7546;Friedrichshafen
7551;Andelshofen
7552;Heiligenberg
7553;Deggenhausertal
7554;Deggenhausertal
7555;Deggenhausertal
7556;Salem
7557;Herdwangen-Schönach
7558;Illmensee
7561;Aichstetten
7562;Argenbühl
7563;Argenbühl
7564;Bad Wurzach
7565;Aichstetten
7566;Albris
7567;Argenbühl
7568;Aitrach
7569;Buchenberg
7570;Beuron
7571;Bingen
7572;Hohentengen
7573;Sigmaringen
7574;Gammertingen
7575;Igelswies
7576;Krauchenwies
7577;Bingen
7578;Meßkirch
7579;Beuron
7581;Altshausen
7582;Alleshausen
7583;Bad Saulgau
7584;Altshausen
7585;Hohentengen
7586;Herbertingen
7587;Hoßkirch
7602;Bollschweil
7620;Schopfheim
7621;Binzen
7622;Hausen
7623;Rheinfelden
7624;Grenzach-Wyhlen
7625;Häg-Ehrsberg
7626;Kandern
7627;Rheinfelden
7628;Efringen-Kirchen
7629;Bürchau
7631;Auggen
7632;Badenweiler
7633;Bad Krozingen
7634;Ballrechten-Dottingen
7635;Bad Bellingen
7636;Münstertal
7641;Emmendingen
7642;Endingen
7643;Herbolzheim
7644;Kenzingen
7645;Freiamt
7646;Weisweil
7651;Breitnau
7652;Breitnau
7653;Bonndorf
7654;Bräunlingen
7655;Feldberg
7656;Schluchsee
7657;Eisenbach
7660;St.Peter
7661;Buchenbach
7662;Sasbach
7663;Bahlingen
7664;Breisach
7665;Freiburg
7666;Denzlingen
7667;Breisach
7668;Breisach
7669;Breitnau
7671;Todtnau
7672;Dachsberg
7673;Aitern
7674;Häg-Ehrsberg
7675;Bernau
7676;Feldberg
7681;Gutach
7682;Biederbach
7683;Simonswald
7684;Glottertal
7685;Gutach
7702;Blumberg
7703;Bonndorf
7704;Geisingen
7705;Bräunlingen
7706;Bad Dürrheim
7707;Bräunlingen
7708;Geisingen
7709;Stühlingen
7720;Dauchingen
7721;Brigachtal
7722;Furtwangen
7723;Furtwangen
7724;Königsfeld
7725;Königsfeld
7726;Bad Dürrheim
7727;Unterkirnach
7728;Dauchingen
7729;Tennenbronn
7731;Gottmadingen
7732;Gaienhofen
7733;Engen
7734;Büsingen
7735;Gaienhofen
7736;Blumberg
7738;Radolfzell
7739;Gottmadingen
7741;Freudenstadt
7742;Dettighofen
7743;Grafenhausen
7744;Schwaningen
7745;Dettighofen
7746;Eggingen
7747;Grafenhausen
7748;Grafenhausen
7751;Dogern
7753;Albbruck
7754;Albbruck
